Date,Price,Open,High,Low,Vol.,Change %
04-06-2017,71.897,72.6535,72.707,71.736,,-1.03%
28-05-2017,72.643,72.119,72.702,71.778,,0.71%
21-05-2017,72.129,72.3255,73.063,71.979,,-0.28%
14-05-2017,72.333,70.1955,72.4015,69.954,,3.04%
07-05-2017,70.199,70.7455,70.9125,69.787,,-0.71%
30-04-2017,70.698,70.121,70.768,69.8175,,0.97%
23-04-2017,70.022,70.6135,70.7045,69.571,,1.01%
16-04-2017,69.322,68.4425,69.6475,68.263,,1.37%
09-04-2017,68.386,68.078,69.076,67.93,,0.50%
02-04-2017,68.045,69.144,69.5875,68.0275,,-1.49%
26-03-2017,69.072,70.636,70.9925,69.0795,,-2.17%
19-03-2017,70.606,70.31,70.8835,70.0395,,0.48%
12-03-2017,70.267,71.0375,71.3135,69.438,,-1.07%
05-03-2017,71.0275,70.8945,71.2265,70.3045,,0.12%
26-02-2017,70.9405,70.4025,70.9605,70.0965,,0.77%
19-02-2017,70.3975,71.2235,71.3515,70.3105,,-1.13%
12-02-2017,71.1985,71.0775,71.7135,70.4405,,0.08%
05-02-2017,71.139,72.478,72.612,70.991,,-1.81%
29-01-2017,72.451,72.819,73.143,72.105,,-0.57%
22-01-2017,72.8655,72.7875,73.4085,72.6795,,0.01%
15-01-2017,72.861,72.41,72.956,72.097,,0.40%
08-01-2017,72.571,71.844,72.765,71.562,,1.15%
01-01-2017,71.7455,71.5855,72.2415,70.7655,,0.40%
25-12-2016,71.461,70.921,72.384,70.688,,0.74%
18-12-2016,70.9335,70.8715,71.3305,70.4115,,0.03%
11-12-2016,70.9155,71.2105,72.0475,70.3915,,-0.49%
04-12-2016,71.262,72.638,73.457,71.119,,-1.85%
27-11-2016,72.6055,72.6115,73.3605,72.3635,,0.09%
20-11-2016,72.5405,72.1625,73.0125,72.1275,,0.47%
13-11-2016,72.2,73.281,73.294,71.924,,-1.57%
06-11-2016,73.3485,74.4375,75.6785,72.4895,,-1.44%
30-10-2016,74.4165,73.3655,74.4435,73.0105,,1.43%
23-10-2016,73.369,72.837,73.451,72.521,,0.72%
16-10-2016,72.8415,73.2155,73.7585,72.6905,,-0.48%
09-10-2016,73.1955,74.5735,74.6135,73.1175,,-1.88%
02-10-2016,74.6005,74.7755,74.8565,74.0485,,-0.29%
25-09-2016,74.8155,74.8855,75.1525,74.3105,,-0.09%
18-09-2016,74.885,74.883,75.141,74.537,,0.06%
11-09-2016,74.839,75.123,75.514,74.796,,-0.40%
04-09-2016,75.1395,74.4745,75.2995,74.0235,,0.84%
28-08-2016,74.5165,75.1875,75.3835,74.3025,,-0.88%
21-08-2016,75.1795,75.8675,76.2765,75.0315,,-1.13%
14-08-2016,76.0395,74.5945,76.1105,74.5945,,1.83%
07-08-2016,74.6755,74.1135,74.9715,73.9495,,0.78%
31-07-2016,74.0975,74.4605,75.1225,73.8135,,-0.51%
24-07-2016,74.4805,73.6755,74.7465,73.5335,,1.05%
17-07-2016,73.705,74.116,74.488,73.534,,-0.53%
10-07-2016,74.0965,74.2025,74.7825,73.9695,,-0.17%
03-07-2016,74.219,74.866,75.407,74.042,,-0.81%
26-06-2016,74.8225,75.1435,75.4235,74.4395,,-0.85%
19-06-2016,75.4675,75.6775,76.9425,73.9715,,-0.23%
12-06-2016,75.639,75.348,75.979,74.913,,0.41%
05-06-2016,75.328,76.065,76.199,75.265,,-1.09%
29-05-2016,76.1585,74.5045,76.2255,74.4045,,2.22%
22-05-2016,74.505,75.605,76.019,74.334,,-1.53%
15-05-2016,75.659,75.607,75.839,75.234,,0.09%
08-05-2016,75.593,75.929,76.201,75.433,,-0.48%
01-05-2016,75.9575,76.0355,77.0325,75.7475,,-0.18%
24-04-2016,76.0965,74.8595,76.1355,74.7595,,1.62%
17-04-2016,74.8825,75.3055,75.5355,74.6625,,-0.44%
10-04-2016,75.213,75.919,76.238,74.852,,-0.88%
03-04-2016,75.878,75.614,76.136,75.109,,0.40%
27-03-2016,75.577,74.595,75.917,74.266,,1.28%
20-03-2016,74.6215,74.8215,75.0955,74.5185,,-0.26%
13-03-2016,74.8145,74.6875,75.6645,74.3495,,0.26%
06-03-2016,74.6235,73.7415,75.5485,72.4245,,1.31%
28-02-2016,73.658,75.15,75.251,73.008,,-2.00%
21-02-2016,75.1575,76.3995,76.4615,75.0565,,-1.53%
14-02-2016,76.3215,76.6565,76.7595,75.8485,,-0.50%
07-02-2016,76.7045,75.6655,77.8695,75.4215,,1.37%
31-01-2016,75.6685,73.5385,76.0385,73.3555,,2.87%
24-01-2016,73.5555,72.9815,74.6665,72.8885,,0.85%
17-01-2016,72.9325,74.0215,74.7665,72.8845,,-1.43%
10-01-2016,73.9895,73.0545,74.4925,72.2025,,1.25%
03-01-2016,73.074,71.922,73.224,71.269,,1.59%
27-12-2015,71.931,72.318,72.999,71.804,,-0.75%
20-12-2015,72.4765,72.0495,72.7675,71.7815,,0.65%
13-12-2015,72.006,73.769,74.176,71.652,,-2.42%
06-12-2015,73.793,72.559,73.984,72.008,,1.71%
29-11-2015,72.5505,70.7635,73.3315,70.1455,,2.36%
22-11-2015,70.875,70.339,71.065,70.09,,0.78%
15-11-2015,70.3255,71.0695,71.2395,70.1375,,-1.24%
08-11-2015,71.208,70.984,71.686,70.66,,0.24%
01-11-2015,71.041,72.138,72.53,70.573,,-1.33%
25-10-2015,72.001,71.43,72.443,70.78,,0.71%
18-10-2015,71.4955,73.4545,74.1875,71.3585,,-2.62%
11-10-2015,73.4155,73.5545,74.5365,73.4025,,-0.22%
04-10-2015,73.577,73.365,73.791,72.732,,0.42%
27-09-2015,73.2705,74.0535,74.8135,72.9635,,-1.08%
20-09-2015,74.0735,74.3355,74.9505,73.1555,,-0.53%
13-09-2015,74.4675,75.0875,75.6835,74.1285,,-0.86%
06-09-2015,75.114,74.405,75.354,73.857,,1.05%
30-08-2015,74.334,73.917,75.242,73.274,,0.52%
23-08-2015,73.9525,75.0245,78.2335,73.7735,,-1.67%
16-08-2015,75.209,72.342,75.236,71.851,,3.97%
09-08-2015,72.335,69.887,72.882,69.781,,3.47%
02-08-2015,69.9125,70.2045,70.3915,69.1265,,-0.57%
26-07-2015,70.31,70.337,71.462,69.824,,-0.15%
19-07-2015,70.414,68.771,70.446,68.714,,2.42%
12-07-2015,68.752,70.331,71.008,68.734,,-2.80%
05-07-2015,70.736,69.768,71.102,69.352,,0.37%
28-06-2015,70.4755,70.0815,71.8555,69.5805,,-0.53%
21-06-2015,70.851,72.189,72.455,70.724,,-1.72%
14-06-2015,72.092,71.958,72.868,71.746,,-0.20%
07-06-2015,72.237,70.871,72.662,70.667,,1.93%
31-05-2015,70.867,70.041,72.952,69.225,,1.18%
24-05-2015,70.041,69.864,70.172,69.342,,0.13%
17-05-2015,69.95,72.662,72.768,69.852,,-3.72%
10-05-2015,72.655,71.346,73.035,71.042,,1.78%
03-05-2015,71.385,71.376,73.169,70.217,,0.01%
26-04-2015,71.3755,69.2105,71.8175,68.7355,,3.10%
19-04-2015,69.2265,67.6925,69.2775,66.9565,,2.41%
12-04-2015,67.598,66.024,67.693,65.688,,2.36%
05-04-2015,66.037,68.094,68.666,65.858,,-2.91%
29-03-2015,68.0195,68.0815,68.3745,66.7645,,-0.09%
22-03-2015,68.078,67.631,69.286,67.098,,0.80%
15-03-2015,67.54,66.216,68.932,65.975,,2.01%
08-03-2015,66.2065,67.6535,68.3025,65.7785,,-2.26%
01-03-2015,67.735,68.98,69.641,67.716,,-1.88%
22-02-2015,69.0305,70.7075,71.0865,68.9565,,-2.34%
15-02-2015,70.683,70.683,71.209,70.199,,0.01%
08-02-2015,70.6765,70.2185,71.1345,69.9755,,0.79%
01-02-2015,70.122,69.981,71.033,69.811,,0.16%
25-01-2015,70.0115,68.7295,70.4205,68.2015,,1.67%
18-01-2015,68.862,71.465,71.87,68.273,,-3.80%
11-01-2015,71.5805,73.8195,74.0255,70.9125,,-3.06%
04-01-2015,73.8375,75.9575,76.0445,73.3515,,-2.79%
28-12-2014,75.958,77.453,77.833,75.952,,-1.86%
21-12-2014,77.397,77.327,77.847,77.104,,0.08%
14-12-2014,77.339,77.922,80.017,77.267,,-0.74%
07-12-2014,77.919,76.023,78.075,75.785,,2.43%
30-11-2014,76.0695,77.4605,77.5975,75.9155,,-1.80%
23-11-2014,77.464,76.468,77.738,76.351,,1.22%
16-11-2014,76.533,77.308,78.071,76.441,,-0.98%
09-11-2014,77.289,76.608,77.443,76.219,,0.87%
02-11-2014,76.62,76.864,77.257,76.029,,-0.37%
26-10-2014,76.907,77.579,78.209,76.754,,-0.77%
19-10-2014,77.5055,78.2795,78.6995,77.1665,,-1.04%
12-10-2014,78.317,77.449,79.418,77.272,,1.20%
05-10-2014,77.391,76.987,78.271,76.956,,0.46%
28-09-2014,77.036,77.569,78.348,76.932,,-0.67%
21-09-2014,77.5595,78.0615,78.6615,77.5105,,-0.66%
14-09-2014,78.077,78.712,79.354,78.025,,-0.72%
07-09-2014,78.6395,78.1695,78.9645,77.5365,,0.54%
31-08-2014,78.2145,79.4945,79.7065,77.9765,,-1.59%
24-08-2014,79.478,79.946,80.037,79.466,,-0.76%
17-08-2014,80.0835,81.3915,81.4345,79.9445,,-1.66%
10-08-2014,81.439,81.954,82.146,81.183,,-0.69%
03-08-2014,82.0015,82.1795,82.4925,81.2835,,-0.26%
27-07-2014,82.2145,80.6695,82.3205,80.2995,,1.92%
20-07-2014,80.6695,81.5705,81.6445,80.5985,,-1.06%
13-07-2014,81.5325,81.7245,82.0565,81.1865,,-0.31%
06-07-2014,81.7835,81.2155,82.0585,81.0825,,0.72%
29-06-2014,81.199,81.933,82.403,81.114,,-0.92%
22-06-2014,81.9555,81.8075,82.1865,81.6745,,0.15%
15-06-2014,81.835,80.821,82.238,80.791,,1.20%
08-06-2014,80.8625,80.7425,81.0615,79.9305,,0.16%
01-06-2014,80.7295,80.6955,81.0675,80.0085,,0.05%
25-05-2014,80.6885,79.7605,80.8015,79.5565,,1.12%
18-05-2014,79.793,80.26,80.753,79.422,,-0.54%
11-05-2014,80.229,82.474,82.736,80.223,,-2.76%
04-05-2014,82.509,83.478,83.846,82.389,,-1.16%
27-04-2014,83.4795,83.9065,84.1625,83.1045,,-0.49%
20-04-2014,83.89,83.267,84.658,83.196,,0.71%
13-04-2014,83.298,83.277,83.757,83.076,,-0.31%
06-04-2014,83.56,82.293,83.849,81.86,,1.49%
30-03-2014,82.3345,82.3715,83.0705,82.1475,,-0.04%
23-03-2014,82.3665,83.9995,84.3445,81.9845,,-1.95%
16-03-2014,84.0025,85.1455,85.2505,83.8935,,-1.36%
09-03-2014,85.164,84.752,85.391,84.002,,0.46%
02-03-2014,84.774,85.197,85.554,83.941,,-0.61%
23-02-2014,85.293,85.339,85.727,84.557,,-0.10%
16-02-2014,85.3775,84.6775,85.9035,84.6715,,0.81%
09-02-2014,84.695,84.943,85.487,84.222,,-0.30%
02-02-2014,84.953,84.587,84.996,84.112,,0.48%
26-01-2014,84.5435,85.7345,86.6605,84.4995,,-1.41%
19-01-2014,85.751,83.367,86.125,83.152,,2.90%
12-01-2014,83.338,84.627,84.708,83.19,,-1.52%
05-01-2014,84.6245,84.5125,85.1025,84.0485,,0.14%
29-12-2013,84.507,85.12,85.559,84.456,,-0.72%
22-12-2013,85.118,84.754,85.981,84.329,,0.42%
15-12-2013,84.7635,85.4595,85.7555,84.5615,,-0.83%
08-12-2013,85.4745,84.3515,85.5575,83.4005,,1.51%
01-12-2013,84.2,84.796,84.979,83.615,,-0.71%
24-11-2013,84.803,85,85.264,84.138,,-0.30%
17-11-2013,85.0565,85.0265,85.1395,83.7165,,0.07%
10-11-2013,84.9945,83.4895,85.9365,83.3765,,1.73%
03-11-2013,83.545,83.285,84.836,82.99,,0.31%
27-10-2013,83.285,84.842,85.111,83.242,,-1.85%
20-10-2013,84.8525,83.8255,85.3955,83.7215,,1.24%
13-10-2013,83.816,82.655,84.43,82.649,,1.43%
06-10-2013,82.6335,83.2875,84.5295,82.4365,,-0.79%
29-09-2013,83.2935,84.2505,85.1035,83.1705,,-1.47%
22-09-2013,84.5325,84.3175,84.9105,83.3535,,0.43%
15-09-2013,84.1665,84.3325,85.8425,83.4025,,-0.11%
08-09-2013,84.2575,85.9405,86.6715,83.6265,,-2.02%
01-09-2013,85.993,87.053,90.325,85.235,,-1.02%
25-08-2013,86.882,84.568,92.019,84.53,,2.72%
18-08-2013,84.581,82.181,87.482,82.138,,2.90%
11-08-2013,82.196,80.954,82.743,80.601,,1.52%
04-08-2013,80.9645,81.0945,82.0315,80.5595,,-0.24%
28-07-2013,81.163,78.384,81.346,78.301,,3.52%
21-07-2013,78.4065,77.9765,79.0535,77.6045,,0.54%
14-07-2013,77.9875,78.235,78.6485,77.258,,-0.36%
07-07-2013,78.266,77.22,79.073,76.483,,1.27%
30-06-2013,77.284,77.41,78.54,76.83,,-0.22%
23-06-2013,77.4525,77.733,79.2875,77.299,,-0.43%
16-06-2013,77.7865,76.692,79.4805,76.6,,1.35%
09-06-2013,76.752,75.34,78.275,75.192,,1.72%
02-06-2013,75.4575,72.721,75.8245,72.721,,2.60%
26-05-2013,73.5485,72.134,73.8675,71.588,,1.89%
19-05-2013,72.184,70.296,72.33,70.257,,2.42%
12-05-2013,70.4795,70.999,71.4335,70.219,,-1.03%
05-05-2013,71.2145,70.548,71.4525,70.516,,0.91%
28-04-2013,70.572,70.845,71.143,70.169,,-0.39%
21-04-2013,70.849,70.53,71.048,70.22,,0.63%
14-04-2013,70.4025,71.468,71.6715,70.267,,-1.49%
07-04-2013,71.4675,71.206,71.6975,70.888,,0.37%
31-03-2013,71.201,69.527,71.547,69.162,,2.31%
24-03-2013,69.596,70.468,70.891,69.194,,-1.40%
17-03-2013,70.587,69.772,70.712,69.59,,-0.11%
10-03-2013,70.6635,70.609,71.0035,70.121,,0.02%
03-03-2013,70.6495,71.43,71.7295,70.416,,-1.18%
24-02-2013,71.4945,71.706,71.7425,70.123,,-0.10%
17-02-2013,71.5655,72.488,72.7185,71.35,,-1.43%
10-02-2013,72.6055,71.583,72.7495,71.519,,1.37%
03-02-2013,71.627,72.514,72.622,71.125,,-1.31%
27-01-2013,72.5745,72.368,72.9045,71.952,,0.25%
20-01-2013,72.396,71.477,72.544,71.073,,1.17%
13-01-2013,71.5585,73.304,73.4645,71.501,,-2.24%
06-01-2013,73.2005,71.832,73.2595,71.231,,1.93%
30-12-2012,71.815,72.342,72.713,70.753,,-0.81%
23-12-2012,72.401,72.542,73.029,72.123,,-0.28%
16-12-2012,72.606,71.679,73.073,71.422,,1.33%
09-12-2012,71.6525,70.021,71.7445,69.94,,1.99%
02-12-2012,70.2545,70.424,71.7835,70.079,,-0.46%
25-11-2012,70.58,71.861,72.464,70.359,,-1.88%
18-11-2012,71.9325,70.318,72.0385,70.108,,2.35%
11-11-2012,70.2775,69.388,70.3665,69.355,,1.26%
04-11-2012,69.404,68.99,70.094,68.875,,0.47%
28-10-2012,69.077,69.304,70.266,68.979,,-0.36%
21-10-2012,69.3295,70.121,70.3195,68.978,,-1.14%
14-10-2012,70.13,68.409,70.489,68.06,,2.51%
07-10-2012,68.4125,67.579,68.6175,67.169,,1.10%
30-09-2012,67.666,67.878,68.004,66.837,,-0.42%
23-09-2012,67.9505,69.235,69.3425,67.825,,-1.88%
16-09-2012,69.2495,71.274,71.3645,69.224,,-2.87%
09-09-2012,71.294,70.905,72.171,70.615,,0.45%
02-09-2012,70.975,69.844,70.975,69.631,,1.61%
26-08-2012,69.8505,69.401,70.1725,69.153,,0.58%
19-08-2012,69.4505,68.672,69.6715,68.226,,1.16%
12-08-2012,68.6565,67.917,68.9795,67.781,,1.03%
05-08-2012,67.9595,69.108,69.3845,67.657,,-1.61%
29-07-2012,69.072,67.973,69.284,67.745,,1.45%
22-07-2012,68.088,67.048,68.61,66.927,,1.24%
15-07-2012,67.253,67.585,68.116,67.017,,-0.46%
08-07-2012,67.561,67.976,68.941,67.002,,-0.78%
01-07-2012,68.0905,70.324,70.6375,67.929,,-3.11%
24-06-2012,70.2755,71.691,71.7495,69.907,,-2.13%
17-06-2012,71.806,70.455,71.913,70.045,,2.57%
10-06-2012,70.008,70.139,70.493,69.385,,0.91%
03-06-2012,69.378,69.036,69.811,68.522,,0.45%
27-05-2012,69.0675,69.503,70.1345,68.236,,-0.35%
20-05-2012,69.3125,69.554,71.1575,69.169,,-0.37%
13-05-2012,69.5715,69.081,69.6105,68.357,,0.42%
06-05-2012,69.2805,69.666,69.9215,68.527,,-0.98%
29-04-2012,69.964,69.439,70.812,69.312,,0.46%
22-04-2012,69.646,68.686,69.734,68.462,,1.14%
15-04-2012,68.8615,67.337,68.8615,66.78,,2.15%
08-04-2012,67.4145,66.993,67.9385,66.484,,0.71%
01-04-2012,66.94,67.947,68.061,66.429,,-1.40%
25-03-2012,67.8875,67.908,68.5965,67.366,,-0.05%
18-03-2012,67.9245,66.066,68.0575,65.884,,2.83%
11-03-2012,66.057,65.222,66.127,64.893,,1.19%
04-03-2012,65.2775,65.304,66.7145,65.148,,-0.13%
26-02-2012,65.3655,65.969,66.1635,65.255,,-0.90%
19-02-2012,65.962,65.01,66.086,64.733,,1.68%
12-02-2012,64.875,65.177,65.61,64.061,,-0.29%
05-02-2012,65.066,63.719,65.991,63.531,,1.83%
29-01-2012,63.8955,65.308,65.6275,63.561,,-2.21%
22-01-2012,65.342,64.633,65.853,64.592,,0.58%
15-01-2012,64.965,64.992,65.499,64.356,,-0.35%
08-01-2012,65.195,66.843,67.31,64.92,,-2.71%
01-01-2012,67.0115,68.584,69.5175,66.87,,-2.33%
25-12-2011,68.609,68.846,69.854,68.141,,-0.37%
18-12-2011,68.867,68.457,69.404,68.117,,0.62%
11-12-2011,68.442,69.407,70.667,68.027,,-1.37%
04-12-2011,69.3955,68.653,69.9745,68.27,,1.31%
27-11-2011,68.5,69.422,70.54,68.275,,-0.74%
20-11-2011,69.0125,69.191,71.3015,68.937,,-0.32%
13-11-2011,69.234,69.03,69.812,67.902,,0.67%
06-11-2011,68.772,67.783,69.033,67.041,,1.73%
30-10-2011,67.6005,68.773,69.0195,66.979,,-1.73%
23-10-2011,68.79,69.098,69.836,68.152,,-0.70%
16-10-2011,69.2715,68.041,69.4215,67.131,,1.83%
09-10-2011,68.025,65.676,68.086,65.583,,3.69%
02-10-2011,65.6035,65.36,66.4565,64.632,,-0.02%
25-09-2011,65.618,66.644,67.001,65.58,,-1.50%
18-09-2011,66.615,64.686,67.515,64.459,,1.99%
11-09-2011,65.313,63.059,66.299,62.902,,2.90%
04-09-2011,63.473,64.847,65.645,63.417,,-2.41%
28-08-2011,65.0395,66.894,66.9495,64.868,,-2.82%
21-08-2011,66.9275,65.632,66.9455,65.349,,1.79%
14-08-2011,65.7535,64.722,66.0135,64.439,,1.64%
07-08-2011,64.693,64.311,65.092,63.534,,1.29%
31-07-2011,63.869,63.449,63.945,62.466,,0.35%
24-07-2011,63.645,63.832,64.3,62.761,,-0.04%
17-07-2011,63.669,62.808,64.133,62.376,,1.06%
10-07-2011,63.0025,63.072,63.5995,61.835,,-0.52%
03-07-2011,63.3305,64.877,65.0705,62.91,,-2.31%
26-06-2011,64.825,63.827,65.006,63.209,,1.51%
19-06-2011,63.8615,63.924,64.7455,63.365,,-0.39%
12-06-2011,64.1135,64.075,64.8415,63.162,,-0.10%
05-06-2011,64.1785,65.558,65.7155,64.039,,-2.19%
29-05-2011,65.618,64.634,65.653,64.144,,1.39%
22-05-2011,64.716,63.5,64.72,63.197,,1.71%
15-05-2011,63.6265,63.154,64.5005,62.904,,0.43%
08-05-2011,63.3535,64.249,64.5265,63.091,,-1.03%
01-05-2011,64.0105,65.577,66.4955,63.985,,-2.28%
24-04-2011,65.5065,64.313,65.9785,64.086,,1.84%
17-04-2011,64.323,63.795,64.915,62.87,,0.67%
10-04-2011,63.8975,63.693,64.6835,63.357,,0.10%
03-04-2011,63.832,63.225,63.905,62.731,,1.03%
27-03-2011,63.1785,62.753,63.5005,62.563,,0.34%
20-03-2011,62.9625,63.815,64.1555,62.655,,-1.35%
13-03-2011,63.827,63.16,63.863,62.52,,1.80%
06-03-2011,62.697,62.824,63.278,62.116,,-0.17%
27-02-2011,62.8045,62.25,63.0385,61.573,,0.88%
20-02-2011,62.258,61.792,62.841,60.83,,0.73%
13-02-2011,61.8075,61.524,61.8895,61.035,,0.02%
06-02-2011,61.795,61.784,62.519,61.309,,-0.21%
30-01-2011,61.927,62.415,63.238,61.657,,-0.95%
23-01-2011,62.52,62.212,62.938,61.77,,0.60%
16-01-2011,62.148,60.683,62.189,60.076,,2.42%
09-01-2011,60.68,58.398,60.923,58.133,,3.62%
02-01-2011,58.56,59.652,60.52,58.454,,-2.10%
26-12-2010,59.819,59.026,60.046,58.734,,1.26%
19-12-2010,59.075,59.508,60.023,58.795,,-0.84%
12-12-2010,59.5725,59.37,60.7645,59.139,,0.09%
05-12-2010,59.52,60.018,60.226,59.098,,-1.21%
28-11-2010,60.2515,60.865,60.9195,59.125,,-0.70%
21-11-2010,60.679,62.056,62.414,60.37,,-2.07%
14-11-2010,61.9635,61.389,62.2635,60.574,,1.04%
07-11-2010,61.3285,61.684,61.9485,60.094,,-0.51%
31-10-2010,61.6445,61.861,63.1635,61.456,,-0.31%
24-10-2010,61.8335,62.1,62.4445,60.97,,-0.44%
17-10-2010,62.1075,61.555,62.2975,60.687,,0.80%
10-10-2010,61.6125,62.11,62.4905,61.232,,-0.51%
03-10-2010,61.928,61.154,62.091,60.584,,1.19%
26-09-2010,61.202,60.79,61.384,60.207,,0.57%
19-09-2010,60.858,59.817,61.247,59.24,,1.72%
12-09-2010,59.8315,58.765,60.5685,58.742,,1.95%
05-09-2010,58.6895,59.873,60.1265,58.406,,-2.10%
29-08-2010,59.947,59.734,60.24,58.729,,0.32%
22-08-2010,59.753,59.196,59.872,58.383,,0.87%
15-08-2010,59.238,59.452,60.227,59,,-0.39%
08-08-2010,59.47,61.081,61.328,59.401,,-2.65%
01-08-2010,61.091,60.598,61.579,60.072,,0.89%
25-07-2010,60.5495,60.488,61.2025,60.109,,-0.01%
18-07-2010,60.5535,60.21,61.3885,59.676,,0.21%
11-07-2010,60.4295,58.974,60.8825,58.294,,2.47%
04-07-2010,58.9705,58.461,59.5915,57.98,,0.76%
27-06-2010,58.5245,56.968,58.9435,56.178,,2.63%
20-06-2010,57.027,57.209,57.744,55.866,,0.01%
13-06-2010,57.0235,56.769,57.5515,56.35,,0.64%
06-06-2010,56.6585,55.97,56.9405,55.342,,0.91%
30-05-2010,56.149,56.81,58.202,56.012,,-1.22%
23-05-2010,56.8405,58.836,58.9465,56.778,,-3.66%
16-05-2010,58.9985,55.879,59.7895,55.102,,5.40%
